,지점,지점명,일시,평균기온(°C),평균 풍속(m/s),상대습도
2422,693,오창,2016,12.9,1.3,76.95
2423,693,오창,2017,12.3,1.4,73.19166666666666
2424,693,오창,2018,12.5,1.4,71.20833333333333
2425,693,오창,2019,12.9,1.3,69.11666666666666
2426,693,오창,2020,12.8,1.4,71.20833333333333
2427,693,오창,2021,13.1,1.3,71.89166666666667
2428,694,원효봉,2012,8.2,5.8,
2429,694,원효봉,2013,8.7,5.9,
2430,694,원효봉,2014,9.3,5.8,
2431,694,원효봉,2015,9.7,5.4,
2432,694,원효봉,2016,9.9,,
2433,694,원효봉,2017,9.1,5.5,
2434,694,원효봉,2018,9.2,5.5,
2435,694,원효봉,2019,9.7,5.4,
2436,694,원효봉,2020,9.1,5.5,
2437,694,원효봉,2021,9.7,5.9,
2438,695,광덕산,2012,5.2,3.6,76.55000000000001
2439,695,광덕산,2013,5.8,3.7,76.76363636363637
2440,695,광덕산,2014,6.6,3.6,75.575
2441,695,광덕산,2015,6.9,3.9,73.46666666666667
2442,695,광덕산,2016,6.9,3.7,75.06666666666668
2443,695,광덕산,2018,6.1,4.0,74.175
2444,695,광덕산,2019,7.0,3.8,76.09166666666667
2445,695,광덕산,2020,6.5,3.8,78.77499999999999
2446,695,광덕산,2021,7.0,3.8,78.625
2447,696,신기,2012,11.7,1.8,
2448,696,신기,2013,12.7,2.0,
2449,696,신기,2014,12.5,1.7,
2450,696,신기,2015,13.0,1.8,
2451,696,신기,2016,13.3,1.8,
2452,696,신기,2017,13.1,2.0,
2453,696,신기,2018,12.8,2.0,
2454,696,신기,2019,13.6,1.9,
2455,696,신기,2020,13.3,2.0,
2456,696,신기,2021,13.1,2.0,71.64
2457,697,서거차도,2012,13.6,3.5,80.80833333333334
2458,697,서거차도,2013,14.0,3.4,81.38333333333334
2459,697,서거차도,2014,14.5,3.2,83.38333333333334
2460,697,서거차도,2015,14.4,3.2,86.56666666666666
2461,697,서거차도,2017,14.3,3.5,81.675
2462,697,서거차도,2018,14.5,3.5,82.80833333333334
2463,697,서거차도,2020,14.5,,82.95
2464,697,서거차도,2021,15.5,3.0,67.14166666666667
2465,698,해제,2012,13.1,2.9,84.17777777777778
2466,698,해제,2014,13.7,2.5,89.25
2467,698,해제,2015,14.1,2.6,88.79166666666667
2468,698,해제,2016,14.2,2.6,85.11666666666666
2469,698,해제,2017,13.7,2.6,75.91666666666667
2470,698,해제,2018,13.9,2.6,77.25833333333334
2471,698,해제,2019,13.8,2.4,76.72500000000001
2472,698,해제,2020,13.5,2.7,77.69166666666666
2473,698,해제,2021,14.6,2.7,77.25833333333334
2474,699,무안,2012,12.9,2.6,81.2
2475,699,무안,2013,13.2,2.6,83.43333333333334
2476,699,무안,2014,13.1,2.4,83.74166666666666
2477,699,무안,2015,13.1,2.3,85.35833333333333
2478,699,무안,2016,13.3,2.3,86.80833333333334
2479,699,무안,2017,13.4,2.4,80.45833333333333
2480,699,무안,2018,13.6,2.3,75.60000000000001
2481,699,무안,2019,13.7,2.4,75.80833333333334
2482,699,무안,2020,13.6,2.7,77.27499999999999
2483,699,무안,2021,14.1,2.5,76.80833333333334
2484,700,어청도,2013,12.3,4.5,
2485,700,어청도,2014,12.9,3.9,
2486,700,어청도,2015,13.2,4.1,
2487,700,어청도,2017,12.9,4.4,
2488,700,어청도,2018,13.0,4.3,
2489,700,어청도,2019,13.4,3.8,
2490,700,어청도,2021,13.8,4.4,73.46000000000001
2491,701,무주,2012,10.8,1.3,76.86666666666667
2492,701,무주,2013,11.4,1.3,78.49166666666666
2493,701,무주,2014,11.6,1.2,77.91666666666667
2494,701,무주,2015,12.0,1.2,78.35833333333333
2495,701,무주,2016,12.3,1.2,77.45
2496,701,무주,2017,11.5,1.3,76.06666666666666
2497,701,무주,2019,12.1,0.9,78.85000000000001
2498,701,무주,2020,12.1,1.3,77.01666666666667
2499,701,무주,2021,12.6,1.6,71.85833333333333
2500,702,익산,2012,12.7,1.5,68.41666666666667
2501,702,익산,2013,13.2,1.4,68.94166666666666
2502,702,익산,2014,13.0,1.5,73.68333333333334
2503,702,익산,2015,13.2,1.4,77.68333333333334
2504,702,익산,2016,13.6,1.6,76.99166666666666
2505,702,익산,2017,13.0,1.5,75.75833333333334
2506,702,익산,2018,13.1,1.6,75.49166666666666
2507,702,익산,2019,13.4,1.5,78.44166666666666
2508,702,익산,2020,13.3,1.5,76.99166666666666
2509,702,익산,2021,13.8,1.5,75.80833333333334
2510,703,진안,2012,10.5,1.8,71.1125
2511,703,진안,2013,10.8,1.9,77.425
2512,703,진안,2014,10.9,1.7,77.325
2513,703,진안,2015,11.4,,74.69090909090909
2514,703,진안,2016,11.7,1.8,83.53333333333333
2515,703,진안,2017,10.8,1.8,79.71666666666667
2516,703,진안,2018,11.1,1.8,78.45
2517,703,진안,2020,11.3,1.7,75.78333333333333
2518,703,진안,2021,11.8,1.8,75.47500000000001
2519,704,변산,2012,12.4,3.1,79.13333333333334
2520,704,변산,2013,12.8,3.3,80.56666666666666
2521,704,변산,2014,12.6,2.3,83.54166666666667
2522,704,변산,2016,13.6,2.4,83.69166666666666
2523,704,변산,2017,12.9,2.5,83.675
2524,704,변산,2018,12.9,2.3,83.77499999999999
2525,704,변산,2019,13.6,2.2,84.28333333333333
2526,704,변산,2020,12.8,2.4,84.58333333333333
2527,704,변산,2021,13.5,2.4,82.7
2528,706,담양,2012,12.4,2.1,77.5909090909091
2529,706,담양,2013,12.9,2.1,82.48333333333333
2530,706,담양,2014,13.0,1.9,83.43333333333334
2531,706,담양,2015,13.6,1.9,84.76666666666667
2532,706,담양,2016,13.9,1.9,84.05
2533,706,담양,2017,13.1,1.9,78.75833333333334
2534,706,담양,2018,13.5,1.9,77.75833333333334
2535,706,담양,2019,13.6,1.8,80.96666666666667
2536,706,담양,2020,13.7,,78.79166666666667
2537,706,담양,2021,14.3,1.9,78.45833333333333
2538,707,지도,2012,13.0,2.8,82.19166666666666
2539,707,지도,2013,13.4,3.0,82.53636363636363
2540,707,지도,2014,13.7,2.7,84.70833333333333
2541,707,지도,2015,14.1,2.8,84.7
2542,707,지도,2016,14.3,2.7,85.75833333333333
2543,707,지도,2017,13.8,2.6,79.04166666666667
2544,707,지도,2018,13.9,2.5,77.15833333333333
2545,707,지도,2019,14.0,2.2,76.89999999999999
2546,707,지도,2020,13.9,2.3,78.02499999999999
2547,707,지도,2021,14.6,2.5,76.51666666666667
2548,708,광산,2012,13.1,2.0,76.7
2549,708,광산,2013,13.5,1.9,80.64999999999999
2550,708,광산,2014,13.5,1.8,81.40833333333335
2551,708,광산,2015,13.8,1.8,82.16666666666667
2552,708,광산,2016,14.2,1.8,81.675
2553,708,광산,2017,13.5,1.8,78.96666666666667
2554,708,광산,2018,13.6,1.9,75.91666666666667
2555,708,광산,2019,13.7,1.8,75.06666666666666
2556,708,광산,2020,13.7,1.9,76.25
2557,708,광산,2021,14.2,1.7,76.74166666666666
2558,709,구례,2012,13.2,1.5,65.25833333333334
2559,709,구례,2013,13.5,1.4,70.03333333333333
2560,709,구례,2014,13.1,1.3,72.63636363636364
2561,709,구례,2015,13.3,1.5,70.075
2562,709,구례,2016,13.4,1.5,68.99166666666666
2563,709,구례,2017,12.7,1.5,64.55833333333334
2564,709,구례,2018,13.0,1.5,65.48333333333333
2565,709,구례,2019,13.6,1.4,69.50833333333334
2566,709,구례,2020,13.9,1.3,74.60833333333333
2567,709,구례,2021,14.2,1.8,75.2
2568,710,나주,2012,13.0,1.4,75.14999999999999
2569,710,나주,2013,12.8,2.2,79.05833333333334
2570,710,나주,2014,12.9,2.0,80.16666666666667
2571,710,나주,2015,13.7,2.0,80.925
2572,710,나주,2016,13.9,2.0,81.19166666666666
2573,710,나주,2017,13.3,2.1,79.66666666666667
2574,710,나주,2018,13.4,2.1,82.74166666666666
2575,710,나주,2019,13.5,1.9,80.04166666666667
2576,710,나주,2020,13.6,1.9,78.75833333333334
2577,710,나주,2021,14.1,1.8,79.05
2578,711,이양,2012,12.8,2.4,
2579,711,이양,2013,13.3,2.4,
2580,711,이양,2014,12.8,1.8,77.14166666666667
2581,711,이양,2015,13.0,1.8,81.04166666666667
2582,711,이양,2016,13.3,1.7,82.74166666666666
2583,711,이양,2017,12.8,1.8,74.01666666666667
2584,711,이양,2018,13.2,1.6,75.34166666666667
2585,711,이양,2019,13.4,1.2,76.24166666666666
2586,711,이양,2020,13.2,,76.14545454545454
2587,711,이양,2021,13.5,1.4,75.08
2588,712,순천시,2012,14.3,2.2,58.9
2589,712,순천시,2013,14.9,1.9,65.66666666666667
2590,712,순천시,2014,14.8,1.7,68.38333333333334
2591,712,순천시,2015,14.9,1.6,71.63333333333334
2592,712,순천시,2016,15.3,1.8,69.49166666666666
2593,712,순천시,2017,15.0,1.8,59.458333333333336
2594,712,순천시,2018,14.9,1.6,62.85
2595,712,순천시,2019,15.4,1.7,67.2
2596,712,순천시,2020,15.1,1.8,68.06666666666666
2597,712,순천시,2021,15.7,1.7,66.75833333333334
2598,713,광양읍,2012,13.5,1.5,63.599999999999994
2599,713,광양읍,2013,14.5,1.6,67.05
2600,713,광양읍,2014,14.4,1.4,67.83333333333333
2601,713,광양읍,2015,14.7,1.1,69.65
2602,713,광양읍,2016,15.0,1.4,69.60000000000001
2603,713,광양읍,2017,14.6,1.4,63.916666666666664
2604,713,광양읍,2018,14.6,1.4,69.56666666666666
2605,713,광양읍,2019,15.2,1.4,65.88333333333334
2606,713,광양읍,2020,14.9,1.4,65.08333333333333
2607,713,광양읍,2021,15.4,1.4,69.575
2608,714,자은도,2012,13.3,3.1,
2609,714,자은도,2013,13.6,3.0,
2610,714,자은도,2014,13.5,2.7,
2611,714,자은도,2015,13.8,2.9,
2612,714,자은도,2016,14.1,3.2,
2613,714,자은도,2017,13.8,2.9,
2614,714,자은도,2018,13.8,2.8,
2615,714,자은도,2019,13.8,2.7,
2616,714,자은도,2020,13.8,2.9,
2617,714,자은도,2021,14.5,2.8,
2618,715,진도읍,2012,13.4,2.5,69.125
2619,715,진도읍,2013,14.0,2.5,66.225
2620,716,하의도,2012,13.7,2.3,
2621,716,하의도,2013,13.9,3.6,
2622,716,하의도,2014,14.2,3.4,
2623,716,하의도,2015,14.3,3.5,
2624,716,하의도,2016,15.0,3.3,
2625,716,하의도,2017,14.5,3.6,
2626,716,하의도,2018,14.6,3.5,
2627,716,하의도,2019,14.6,3.3,
2628,716,하의도,2020,14.5,3.5,
2629,716,하의도,2021,15.2,3.3,73.425
2630,717,의신,2012,13.1,2.6,
2631,717,의신,2013,13.7,2.1,
2632,717,의신,2014,13.9,2.1,
2633,717,의신,2015,14.2,2.0,
2634,717,의신,2016,14.5,2.0,
2635,717,의신,2017,14.1,1.9,
2636,717,의신,2018,14.1,2.0,
2637,717,의신,2019,14.2,2.0,
2638,717,의신,2020,14.1,2.0,
2639,717,의신,2021,14.8,2.0,
2640,718,상조도,2012,13.8,3.6,79.89999999999999
2641,718,상조도,2013,14.3,3.6,80.02727272727272
2642,718,상조도,2014,14.5,3.1,85.20833333333333
2643,718,상조도,2015,14.5,3.2,86.41666666666667
2644,718,상조도,2016,14.7,3.2,84.675
2645,718,상조도,2017,14.4,3.2,76.56666666666666
2646,718,상조도,2018,14.3,3.1,76.97500000000001
2647,718,상조도,2019,14.4,3.2,75.77499999999999
2648,718,상조도,2020,14.5,3.2,76.77499999999999
2649,718,상조도,2021,15.3,3.2,76.89090909090909
2650,719,선유도,2013,13.2,3.2,
2651,719,선유도,2014,13.4,3.0,
2652,719,선유도,2015,13.8,3.1,
2653,719,선유도,2016,14.1,3.1,
2654,719,선유도,2017,13.7,3.1,
2655,719,선유도,2020,13.7,2.7,77.75
2656,719,선유도,2021,14.2,2.6,77.77499999999999
2657,720,보길도,2012,13.8,2.6,
2658,720,보길도,2013,14.4,2.4,
2659,720,보길도,2014,13.8,1.6,
2660,720,보길도,2015,13.9,1.5,
2661,720,보길도,2016,14.5,1.5,
2662,720,보길도,2017,14.0,1.6,
2663,720,보길도,2018,13.9,1.5,
2664,720,보길도,2019,14.1,1.5,
2665,720,보길도,2020,14.1,1.5,
2666,720,보길도,2021,14.8,1.5,77.75
2667,721,금일,2012,14.3,4.0,
2668,721,금일,2013,14.7,3.7,
2669,721,금일,2014,15.0,3.5,
2670,721,금일,2015,14.9,3.5,
2671,721,금일,2016,15.3,3.6,
2672,721,금일,2017,14.9,3.6,
2673,721,금일,2018,,3.4,
2674,721,금일,2019,15.6,3.5,
2675,721,금일,2020,15.2,3.7,
2676,721,금일,2021,15.8,3.6,70.975
2677,722,조선대,2012,13.3,2.3,
2678,722,조선대,2013,13.8,2.2,
2679,722,조선대,2014,13.9,2.1,
2680,722,조선대,2015,14.3,2.1,
2681,722,조선대,2016,14.7,2.1,
2682,722,조선대,2017,14.1,2.1,
2683,722,조선대,2018,14.2,2.0,
2684,722,조선대,2019,14.4,2.0,
2685,722,조선대,2020,14.1,2.1,61.833333333333336
2686,722,조선대,2021,14.6,2.1,67.45833333333333
2687,723,거문도,2012,15.2,3.9,
2688,723,거문도,2013,15.8,3.6,
2689,723,거문도,2014,15.8,3.4,
2690,723,거문도,2015,15.8,3.2,
2691,723,거문도,2016,16.4,3.5,78.36666666666666
2692,723,거문도,2017,16.0,3.9,71.0
2693,723,거문도,2018,16.0,3.9,72.625
2694,723,거문도,2019,16.2,3.7,71.72500000000001
2695,723,거문도,2020,15.8,3.9,73.075
2696,723,거문도,2021,16.8,3.5,73.35833333333333
2697,724,추자도,2012,14.2,4.5,75.97272727272728
2698,724,추자도,2013,14.8,4.3,78.48333333333333
2699,724,추자도,2015,15.3,4.0,85.81666666666666
2700,724,추자도,2016,15.5,3.8,82.16666666666667
2701,724,추자도,2017,15.1,2.8,76.05
2702,724,추자도,2018,15.0,3.0,77.75
2703,724,추자도,2019,15.3,2.7,76.90833333333333
2704,724,추자도,2020,15.3,3.0,75.88333333333334
2705,724,추자도,2021,16.0,3.3,78.59166666666667
2706,725,우도,2012,15.3,4.5,78.72500000000001
2707,725,우도,2013,16.1,4.4,78.31666666666666
2708,725,우도,2014,16.0,4.2,76.15833333333333
2709,725,우도,2015,16.2,4.1,74.94166666666666
2710,725,우도,2016,16.5,3.9,76.34166666666667
2711,725,우도,2017,16.3,3.4,71.95833333333333
2712,725,우도,2018,16.2,,74.59166666666667
2713,725,우도,2019,16.5,4.0,72.87272727272727
2714,725,우도,2020,16.3,5.9,76.04166666666667
2715,725,우도,2021,17.0,5.9,76.89090909090909
2716,726,마라도,2012,16.0,5.9,73.44545454545454
2717,726,마라도,2013,16.6,5.8,74.47272727272727
2718,726,마라도,2014,16.5,5.5,71.36666666666666
2719,726,마라도,2015,16.5,5.4,69.93333333333334
2720,726,마라도,2016,17.2,6.1,77.79166666666667
2721,726,마라도,2018,,7.0,82.2090909090909
2722,726,마라도,2019,17.1,,84.55833333333334
2723,726,마라도,2020,16.9,6.8,81.53333333333333
2724,726,마라도,2021,17.9,7.3,77.04166666666667
2725,727,유수암,2012,12.8,2.6,80.4
2726,727,유수암,2013,13.3,2.8,76.125
2727,727,유수암,2014,12.9,2.6,77.075
2728,727,유수암,2015,13.3,2.4,73.36666666666666
2729,727,유수암,2016,13.7,2.5,73.96666666666667
2730,727,유수암,2017,13.3,2.5,69.41666666666667
2731,727,유수암,2018,13.4,2.6,73.44166666666668
2732,727,유수암,2019,13.4,2.4,76.86666666666666
2733,727,유수암,2020,13.3,2.6,76.53333333333333
2734,727,유수암,2021,14.0,2.4,70.86666666666666
2735,730,장성,2012,12.1,1.8,78.93333333333334
2736,730,장성,2013,12.5,1.7,79.71666666666667
2737,730,장성,2014,12.7,1.5,81.51666666666667
2738,730,장성,2015,13.1,1.5,82.675
2739,730,장성,2016,13.4,1.5,80.19166666666666
2740,730,장성,2017,12.8,1.6,75.29166666666667
2741,730,장성,2018,13.1,1.6,76.46666666666667
2742,730,장성,2019,13.2,1.5,75.30833333333334
2743,730,장성,2020,13.4,1.6,75.50833333333334
2744,730,장성,2021,13.9,1.5,75.94166666666666
2745,731,영암,2012,13.2,2.7,77.85833333333333
2746,731,영암,2013,13.7,2.4,78.03333333333333
2747,731,영암,2014,13.7,2.3,79.95
2748,731,영암,2015,13.9,2.0,83.89166666666667
2749,731,영암,2016,14.0,1.8,85.14166666666667
2750,731,영암,2017,13.3,1.6,77.25
2751,731,영암,2018,13.5,1.7,79.05833333333334
2752,731,영암,2019,13.6,1.5,78.73333333333333
2753,731,영암,2020,13.5,1.7,79.51666666666667
2754,731,영암,2021,14.3,1.6,78.59166666666667
2755,732,보성,2012,12.2,1.8,80.74166666666666
2756,732,보성,2013,12.8,1.7,81.41666666666667
2757,732,보성,2014,12.7,1.6,82.27499999999999
2758,732,보성,2015,13.1,1.6,81.8
2759,732,보성,2016,13.5,1.6,79.64999999999999
2760,732,보성,2018,12.3,1.6,78.19166666666666
2761,732,보성,2019,12.7,1.6,76.55833333333334
2762,732,보성,2020,12.8,1.6,76.70833333333333
2763,732,보성,2021,13.4,1.7,75.96666666666667
2764,733,함라,2012,11.9,1.6,
2765,733,함라,2013,12.1,0.9,
2766,733,함라,2014,12.2,0.8,79.54166666666667
2767,733,함라,2015,12.7,0.7,80.79166666666667
2768,733,함라,2016,13.4,0.7,77.25
2769,733,함라,2017,12.7,0.7,82.43333333333334
2770,733,함라,2018,12.9,0.6,80.71666666666667
2771,733,함라,2019,13.2,0.5,76.7
2772,733,함라,2021,13.7,0.7,65.34166666666667
2773,734,완주,2012,11.9,2.2,67.60833333333333
2774,734,완주,2013,12.6,1.6,69.90833333333333
2775,734,완주,2014,12.9,1.4,68.97500000000001
2776,734,완주,2015,13.4,1.4,71.05
2777,734,완주,2016,13.9,1.4,72.84166666666667
2778,734,완주,2017,12.6,1.7,71.375
2779,734,완주,2018,12.9,1.7,72.53333333333333
2780,734,완주,2019,13.0,1.5,73.51666666666667
2781,734,완주,2020,12.9,1.5,76.55
2782,734,완주,2021,13.6,1.5,76.26666666666667
2783,735,덕유산,2012,9.0,,
2784,735,덕유산,2013,9.8,1.4,
2785,735,덕유산,2014,9.8,1.3,
2786,735,덕유산,2016,10.4,1.3,
2787,735,덕유산,2017,9.7,1.3,
2788,735,덕유산,2018,9.9,1.2,
2789,735,덕유산,2019,10.3,1.2,
2790,735,덕유산,2020,10.1,1.3,
2791,735,덕유산,2021,10.4,1.2,78.88
2792,736,진봉,2012,11.9,2.5,
2793,736,진봉,2013,12.4,2.5,
2794,736,진봉,2014,12.6,2.4,
2795,736,진봉,2015,13.1,2.4,
2796,736,진봉,2016,13.3,2.3,
2797,736,진봉,2017,12.6,2.2,
2798,736,진봉,2018,12.6,2.4,78.425
2799,736,진봉,2019,12.9,2.2,78.98333333333333
2800,736,진봉,2020,12.9,2.4,79.80833333333334
2801,736,진봉,2021,13.4,2.4,81.48333333333333
2802,737,김제,2012,12.1,2.8,68.52499999999999
2803,737,김제,2013,12.7,2.8,74.97500000000001
2804,737,김제,2014,13.0,2.5,71.225
2805,737,김제,2015,13.4,2.6,69.49166666666666
2806,737,김제,2016,13.8,2.5,69.08333333333333
2807,737,김제,2017,13.1,2.5,69.1
2808,737,김제,2018,13.3,2.4,71.48333333333333
2809,737,김제,2019,13.5,2.5,73.16666666666667
2810,737,김제,2020,13.4,2.6,72.99166666666666
2811,737,김제,2021,14.0,2.6,71.68333333333334
2812,738,줄포,2012,12.5,2.3,
2813,738,줄포,2013,12.9,2.3,
2814,738,줄포,2014,13.0,1.9,
2815,738,줄포,2015,13.4,1.9,
2816,738,줄포,2016,13.7,2.0,
2817,738,줄포,2017,12.9,2.0,
2818,738,줄포,2018,12.7,1.9,76.26666666666667
2819,738,줄포,2019,12.8,1.8,77.125
2820,738,줄포,2020,13.0,1.9,77.40833333333333
2821,738,줄포,2021,13.7,2.3,75.36666666666666
2822,739,심원,2012,12.4,2.6,
2823,739,심원,2013,12.9,2.7,
2824,739,심원,2014,13.1,2.3,
2825,739,심원,2015,13.6,2.3,
2826,739,심원,2016,14.0,2.3,
2827,739,심원,2017,13.3,2.5,
2828,739,심원,2018,13.1,2.3,
2829,739,심원,2019,13.3,2.2,
2830,739,심원,2020,13.6,2.5,67.86666666666666
2831,739,심원,2021,14.1,2.6,72.72500000000001
2832,741,화순,2012,13.0,1.1,69.875
2833,741,화순,2013,13.7,1.0,71.68181818181819
2834,741,화순,2014,13.6,2.0,81.28333333333333
2835,741,화순,2015,14.0,2.0,82.21666666666667
2836,741,화순,2016,14.1,2.0,80.95833333333333
2837,741,화순,2017,13.1,2.1,75.56666666666666
2838,741,화순,2018,13.4,2.1,71.64166666666667
2839,741,화순,2019,13.7,2.0,65.00833333333334
2840,741,화순,2020,13.6,2.0,69.7
2841,741,화순,2021,14.2,1.9,71.09166666666667
2842,742,운남,2012,13.4,4.2,
2843,742,운남,2013,13.8,4.0,
2844,742,운남,2014,14.0,3.5,
2845,742,운남,2015,14.2,2.8,
2846,742,운남,2016,14.6,3.3,
2847,742,운남,2017,13.9,3.3,
2848,742,운남,2018,14.1,3.2,
2849,742,운남,2019,14.3,3.1,70.9
2850,742,운남,2020,13.8,2.8,77.125
2851,742,운남,2021,14.6,2.5,76.55
2852,743,비금,2012,13.5,3.3,68.75
2853,743,비금,2013,13.5,3.5,80.22500000000001
2854,743,비금,2014,13.8,3.1,82.83333333333333
2855,743,비금,2015,14.1,3.1,81.40833333333333
2856,743,비금,2016,14.4,3.0,81.39999999999999
2857,743,비금,2017,14.0,3.2,77.55
2858,743,비금,2018,14.2,3.1,78.10000000000001
2859,743,비금,2019,14.3,3.0,77.33333333333333
2860,743,비금,2020,14.2,3.3,78.22500000000001
2861,743,비금,2021,14.8,3.0,73.325
2862,744,산이,2012,13.2,2.5,77.95833333333333
2863,744,산이,2013,13.6,2.6,79.08333333333333
2864,744,산이,2014,13.6,2.4,80.8
2865,744,산이,2015,13.6,2.7,85.01666666666667
2866,744,산이,2016,14.0,2.6,79.375
2867,744,산이,2017,13.5,2.6,74.42
2868,744,산이,2018,13.6,2.5,78.86666666666666
2869,744,산이,2019,13.7,2.7,77.94166666666666
2870,744,산이,2020,13.8,2.8,79.0
2871,745,성전,2012,13.1,2.5,
2872,745,성전,2013,13.0,1.7,
2873,745,성전,2014,13.0,1.6,
2874,745,성전,2015,13.4,1.6,
2875,745,성전,2016,13.8,1.6,
2876,745,성전,2017,13.2,1.5,
2877,745,성전,2018,13.2,1.5,
2878,745,성전,2019,13.5,1.4,
2879,745,성전,2020,13.4,1.6,69.46666666666665
2880,745,성전,2021,,1.6,71.575
2881,746,땅끝,2012,13.7,3.5,72.6
2882,746,땅끝,2013,13.8,2.6,76.84166666666667
2883,746,땅끝,2014,13.9,2.5,78.31666666666666
2884,746,땅끝,2015,14.2,2.4,78.68333333333334
2885,746,땅끝,2016,14.7,2.6,79.08333333333333
2886,746,땅끝,2017,14.0,2.4,75.98333333333333
2887,746,땅끝,2018,14.2,2.5,77.58333333333333
2888,746,땅끝,2019,14.3,2.3,77.06666666666666
2889,746,땅끝,2020,14.2,,78.84166666666667
2890,746,땅끝,2021,15.0,2.1,78.40833333333333
2891,747,청산도,2012,14.2,2.3,66.75
2892,747,청산도,2013,14.7,2.1,72.88333333333334
2893,747,청산도,2014,14.7,2.2,74.55
2894,747,청산도,2015,14.8,2.2,76.65833333333333
2895,747,청산도,2016,15.2,2.2,80.36666666666666
2896,747,청산도,2017,14.7,1.9,77.16666666666667
2897,747,청산도,2018,14.8,2.2,83.425
2898,747,청산도,2020,14.5,1.9,83.75833333333334
2899,747,청산도,2021,15.3,2.2,85.19166666666666
2900,748,벌교,2012,13.8,3.1,
2901,748,벌교,2013,14.4,2.9,
2902,748,벌교,2014,14.3,2.7,
2903,748,벌교,2015,14.6,2.6,
2904,748,벌교,2016,15.0,2.6,
2905,748,벌교,2017,14.6,2.7,
2906,748,벌교,2018,14.4,2.6,
2907,748,벌교,2019,14.7,2.4,79.07142857142857
2908,748,벌교,2020,14.4,2.2,72.94166666666666
2909,748,벌교,2021,14.9,2.0,74.09166666666665
2910,749,도양,2012,13.8,2.4,
2911,749,도양,2013,14.3,2.1,
2912,749,도양,2014,14.4,2.0,
2913,749,도양,2015,14.7,1.9,
2914,749,도양,2016,15.0,2.1,
2915,749,도양,2017,14.6,2.1,
2916,749,도양,2018,14.6,2.1,
2917,749,도양,2019,14.7,2.1,63.0
2918,749,도양,2020,14.8,2.2,70.83333333333333
2919,749,도양,2021,15.7,2.0,71.29166666666667
2920,750,백야,2012,14.2,3.8,
2921,750,백야,2013,14.7,3.5,
2922,750,백야,2014,14.9,3.2,
2923,750,백야,2015,15.0,3.1,
2924,750,백야,2016,15.3,3.2,
2925,750,백야,2017,15.0,3.1,
2926,750,백야,2018,14.9,3.0,
2927,750,백야,2019,15.4,2.9,
2928,750,백야,2020,15.2,3.0,
2929,750,백야,2021,15.8,2.8,67.575
2930,751,선흘,2012,13.0,3.3,
2931,751,선흘,2013,13.7,3.0,69.6
2932,751,선흘,2014,13.6,3.1,76.70833333333333
2933,751,선흘,2015,14.0,2.9,77.14999999999999
2934,751,선흘,2016,14.3,2.9,80.19166666666666
2935,751,선흘,2017,13.7,2.8,77.51666666666667
2936,751,선흘,2018,13.6,3.0,81.64999999999999
2937,751,선흘,2019,13.6,2.8,81.175
2938,751,선흘,2020,13.9,3.1,80.825
2939,751,선흘,2021,14.7,3.0,80.59166666666667
2940,752,서광,2012,15.0,3.3,
2941,752,서광,2013,15.5,3.3,62.5
2942,752,서광,2014,14.5,3.3,78.14166666666667
2943,752,서광,2015,14.7,3.1,81.74166666666666
2944,752,서광,2016,15.8,3.2,81.10000000000001
2945,752,서광,2017,15.3,3.2,73.0
2946,752,서광,2018,15.4,3.0,67.48333333333333
2947,752,서광,2019,15.4,3.1,71.94166666666666
2948,752,서광,2020,15.2,3.1,74.34166666666667
2949,752,서광,2021,15.9,2.8,74.29166666666667
2950,753,어리목,2012,9.3,2.3,
2951,753,어리목,2013,9.9,2.2,82.4
2952,753,어리목,2014,9.5,1.9,82.14166666666667
2953,753,어리목,2015,10.0,1.8,84.60833333333333
2954,753,어리목,2016,11.0,,77.15833333333333
2955,753,어리목,2017,10.2,,73.72500000000001
2956,753,어리목,2018,10.0,,81.31666666666666
2957,753,어리목,2019,9.6,1.8,81.8
2958,753,어리목,2020,9.7,2.2,81.18333333333332
2959,753,어리목,2021,10.3,2.0,81.65833333333333
2960,754,함평,2012,13.1,2.4,69.60000000000001
2961,754,함평,2013,13.6,2.1,69.89999999999999
2962,754,함평,2014,13.7,2.0,72.14999999999999
2963,754,함평,2015,14.2,1.9,74.23333333333333
2964,754,함평,2016,14.2,2.2,74.175
2965,754,함평,2017,13.6,2.2,72.52499999999999
2966,754,함평,2018,14.4,2.1,74.76666666666667
2967,754,함평,2019,13.9,2.2,74.38333333333334
2968,754,함평,2021,14.0,2.3,80.125
2969,755,화순북,2012,11.3,1.4,80.88333333333334
2970,755,화순북,2013,12.0,1.4,80.01666666666667
2971,755,화순북,2014,11.9,1.4,80.85000000000001
2972,755,화순북,2015,12.4,1.3,82.23333333333333
2973,755,화순북,2016,12.7,1.3,83.48333333333333
2974,755,화순북,2017,11.7,1.2,83.075
2975,755,화순북,2018,11.9,1.2,84.10000000000001
2976,755,화순북,2019,12.2,1.2,82.60000000000001
2977,755,화순북,2020,12.2,1.3,84.13333333333334
2978,755,화순북,2021,12.4,1.2,86.30833333333334
2979,756,위도,2012,13.0,2.3,72.9
2980,756,위도,2013,12.9,2.7,77.00833333333334
2981,756,위도,2014,13.3,2.4,76.46666666666667
2982,756,위도,2015,13.6,2.5,76.86666666666666
2983,756,위도,2016,13.9,2.5,78.44166666666666
2984,756,위도,2017,13.3,2.6,78.3
