,지점,지점명,일시,평균기온(°C),평균 풍속(m/s),상대습도
1131,546,경기광주,2017,11.5,1.3,62.475
1132,546,경기광주,2018,11.4,1.4,64.22500000000001
1133,546,경기광주,2019,12.0,1.4,63.65833333333333
1134,546,경기광주,2020,12.0,1.5,66.825
1135,546,경기광주,2021,12.2,1.4,69.11666666666666
1136,547,양동,2012,9.4,1.1,79.29166666666667
1137,547,양동,2013,9.9,0.9,79.96363636363637
1138,547,양동,2014,10.2,0.9,79.35833333333333
1139,547,양동,2015,10.8,1.0,79.54166666666667
1140,547,양동,2016,11.2,0.8,78.25
1141,547,양동,2017,10.3,1.0,75.84166666666667
1142,547,양동,2018,10.3,1.0,76.52499999999999
1143,547,양동,2019,11.0,1.0,76.97500000000001
1144,547,양동,2020,11.0,1.2,82.05
1145,548,여주,2012,10.9,1.4,74.0909090909091
1146,548,여주,2013,11.2,1.4,78.05
1147,548,여주,2014,11.8,1.3,72.95833333333333
1148,548,여주,2015,12.3,1.3,74.14166666666667
1149,548,여주,2016,12.5,1.2,74.60833333333333
1150,548,여주,2017,11.7,1.2,72.56666666666666
1151,548,여주,2018,11.5,1.1,72.85833333333333
1152,548,여주,2019,12.0,1.1,68.61666666666666
1153,548,여주,2020,11.9,1.2,70.56666666666668
1154,548,여주,2021,12.2,1.1,71.76666666666667
1155,549,용인,2012,10.8,,75.54166666666667
1156,549,용인,2013,11.4,1.4,79.60000000000001
1157,549,용인,2014,11.9,,78.2
1158,549,용인,2015,12.3,1.2,77.83333333333333
1159,549,용인,2016,12.4,1.1,78.27499999999999
1160,549,용인,2018,11.6,1.3,67.33333333333333
1161,549,용인,2019,12.1,1.2,65.33333333333333
1162,549,용인,2020,12.1,1.3,66.325
1163,549,용인,2021,12.4,1.2,66.83333333333333
1164,550,오산,2012,11.5,1.6,63.78333333333333
1165,550,오산,2013,11.8,1.5,65.24166666666666
1166,550,오산,2014,12.5,1.4,60.73333333333333
1167,550,오산,2015,13.1,1.4,59.05833333333334
1168,550,오산,2016,13.1,1.4,58.38333333333333
1169,550,오산,2017,12.4,1.3,56.574999999999996
1170,550,오산,2018,12.3,1.4,56.64166666666667
1171,550,오산,2019,13.0,1.3,57.35
1172,550,오산,2020,12.8,1.4,61.90833333333333
1173,551,평택,2012,12.0,2.1,65.64999999999999
1174,551,평택,2013,12.2,1.9,74.93333333333334
1175,551,평택,2014,12.8,1.8,73.11666666666666
1176,551,평택,2015,13.3,1.9,73.35833333333333
1177,551,평택,2016,13.5,1.7,72.325
1178,551,평택,2017,12.7,2.0,68.45
1179,551,평택,2018,12.7,1.9,66.825
1180,551,평택,2019,13.1,1.8,68.075
1181,551,평택,2021,13.4,1.7,71.46666666666667
1182,552,김화,2012,8.0,1.3,77.78333333333333
1183,552,김화,2013,8.5,1.2,80.3
1184,552,김화,2014,9.2,1.1,78.45833333333333
1185,552,김화,2015,9.4,,78.44166666666666
1186,552,김화,2016,9.5,1.1,79.5
1187,552,김화,2017,8.7,1.1,77.11666666666666
1188,552,김화,2018,8.7,1.2,79.98333333333333
1189,552,김화,2019,9.4,1.1,82.84166666666667
1190,552,김화,2020,9.3,1.2,79.02499999999999
1191,552,김화,2021,9.6,1.2,72.64166666666667
1192,553,대진,2012,11.5,3.5,60.55555555555556
1193,553,대진,2013,12.4,3.5,65.175
1194,553,대진,2014,12.9,3.3,65.73333333333333
1195,553,대진,2015,12.8,3.1,67.55833333333334
1196,553,대진,2016,12.8,3.2,68.25
1197,553,대진,2017,13.0,2.9,62.90833333333333
1198,553,대진,2018,12.6,2.5,64.89166666666667
1199,553,대진,2019,13.7,2.4,65.20833333333333
1200,553,대진,2020,13.3,2.6,68.05833333333334
1201,553,대진,2021,13.1,2.3,70.58333333333333
1202,554,미시령,2012,,6.5,
1203,554,미시령,2013,6.8,7.0,
1204,554,미시령,2014,7.3,6.0,
1205,554,미시령,2015,7.6,5.9,
1206,554,미시령,2016,7.8,,
1207,554,미시령,2019,8.0,6.9,
1208,554,미시령,2020,7.5,7.1,59.75
1209,554,미시령,2021,7.7,,76.33636363636363
1210,555,화천,2012,9.8,1.2,74.84166666666667
1211,555,화천,2014,10.8,1.1,73.88333333333334
1212,555,화천,2015,11.0,1.1,73.68333333333334
1213,555,화천,2016,11.2,1.0,73.69166666666666
1214,555,화천,2017,10.5,1.0,73.47500000000001
1215,555,화천,2018,10.5,1.0,72.96666666666667
1216,555,화천,2019,11.4,0.9,72.73333333333333
1217,555,화천,2020,11.1,,75.53333333333333
1218,555,화천,2021,11.2,0.9,78.13333333333334
1219,556,양구,2012,9.5,1.5,74.21818181818182
1220,556,양구,2013,9.7,1.5,80.19166666666666
1221,556,양구,2014,10.5,1.4,77.55833333333334
1222,556,양구,2015,10.9,1.4,77.44166666666666
1223,556,양구,2016,11.1,1.3,78.45
1224,556,양구,2017,10.3,1.3,75.25833333333333
1225,556,양구,2018,10.1,1.4,69.44166666666666
1226,556,양구,2019,10.9,1.4,69.01666666666667
1227,556,양구,2020,10.8,1.5,69.44166666666666
1228,556,양구,2021,10.9,1.4,69.0
1229,557,기린,2012,9.0,1.1,74.43333333333334
1230,557,기린,2013,9.7,1.1,77.05833333333334
1231,557,기린,2014,10.3,1.1,74.54166666666667
1232,557,기린,2015,10.6,1.2,75.36666666666666
1233,557,기린,2016,11.0,1.2,76.16666666666667
1234,557,기린,2017,10.1,1.3,71.95833333333333
1235,557,기린,2018,10.0,1.3,70.45
1236,557,기린,2019,10.7,1.3,70.99166666666666
1237,557,기린,2020,10.5,,72.96666666666667
1238,557,기린,2021,10.7,1.4,78.725
1239,558,팔봉,2012,9.6,1.0,75.83
1240,558,팔봉,2013,10.0,0.9,83.04166666666667
1241,558,팔봉,2014,10.6,0.9,81.20833333333333
1242,558,팔봉,2015,11.0,0.9,80.35833333333333
1243,558,팔봉,2016,11.1,0.8,81.70833333333333
1244,558,팔봉,2017,10.4,0.8,79.95
1245,558,팔봉,2018,10.3,0.9,77.45833333333333
1246,558,팔봉,2019,10.8,0.9,77.36666666666666
1247,558,팔봉,2020,10.8,0.9,77.825
1248,558,팔봉,2021,11.0,0.9,79.47500000000001
1249,559,내면,2012,7.2,1.7,76.34166666666667
1250,559,내면,2013,7.8,1.6,80.66666666666667
1251,559,내면,2014,8.1,1.5,81.075
1252,559,내면,2015,8.6,1.5,80.22500000000001
1253,559,내면,2016,8.9,1.4,81.18333333333334
1254,559,내면,2017,8.1,1.4,79.45833333333333
1255,559,내면,2018,7.9,1.5,77.925
1256,559,내면,2019,8.8,1.4,77.80833333333334
1257,559,내면,2020,8.6,1.5,78.02499999999999
1258,559,내면,2021,8.7,1.5,77.84166666666667
1259,560,진부,2012,7.7,2.2,75.97500000000001
1260,560,진부,2013,8.5,2.2,77.33333333333333
1261,560,진부,2014,8.7,2.0,76.52499999999999
1262,560,진부,2015,9.3,2.1,75.49166666666666
1263,560,진부,2016,9.6,2.1,75.68333333333332
1264,560,진부,2017,8.8,2.1,74.58333333333333
1265,560,진부,2018,8.7,2.1,71.40833333333333
1266,560,진부,2019,9.3,1.9,73.35000000000001
1267,560,진부,2020,9.2,2.1,76.56666666666666
1268,560,진부,2021,9.3,2.0,75.90833333333333
1269,561,청일,2012,9.3,1.5,78.24166666666666
1270,561,청일,2013,9.6,1.4,83.5
1271,561,청일,2014,10.1,1.4,82.36666666666666
1272,561,청일,2015,10.7,1.5,81.8
1273,561,청일,2016,10.8,1.4,83.04166666666667
1274,561,청일,2017,9.9,1.5,79.55833333333334
1275,561,청일,2018,9.8,1.4,73.70833333333333
1276,561,청일,2019,10.5,1.4,73.85000000000001
1277,561,청일,2020,10.5,1.5,73.71666666666667
1278,561,청일,2021,10.7,1.5,72.31666666666666
1279,562,영월주천,2012,9.6,1.7,75.7
1280,562,영월주천,2013,10.0,1.5,80.26666666666667
1281,562,영월주천,2014,10.4,1.4,78.21666666666667
1282,562,영월주천,2015,11.2,1.6,76.61666666666666
1283,562,영월주천,2016,11.3,1.5,77.98333333333333
1284,562,영월주천,2017,10.3,1.4,74.48333333333333
1285,562,영월주천,2018,10.3,1.5,73.14166666666667
1286,562,영월주천,2019,10.9,1.5,73.68333333333334
1287,562,영월주천,2020,10.9,1.4,73.85000000000001
1288,563,북평,2012,9.6,1.8,
1289,563,북평,2013,10.3,2.4,
1290,563,북평,2014,10.6,2.4,
1291,563,북평,2015,11.2,2.4,
1292,563,북평,2016,11.4,2.2,71.8
1293,563,북평,2017,10.9,2.3,67.47500000000001
1294,563,북평,2018,10.7,2.4,68.8
1295,563,북평,2019,11.1,2.2,69.23333333333333
1296,563,북평,2020,10.8,2.2,70.51666666666667
1297,563,북평,2021,11.0,2.2,70.93333333333334
1298,565,시흥,2012,12.3,1.8,58.38333333333333
1299,565,시흥,2013,12.4,1.7,61.541666666666664
1300,565,시흥,2014,12.5,1.9,65.04166666666667
1301,565,시흥,2015,12.9,2.0,64.26666666666667
1302,565,시흥,2016,13.1,2.0,63.300000000000004
1303,565,시흥,2017,12.2,2.0,64.86666666666666
1304,565,시흥,2018,12.2,1.9,65.85000000000001
1305,565,시흥,2019,12.9,1.8,67.925
1306,565,시흥,2020,12.4,2.0,69.91666666666667
1307,565,시흥,2021,12.7,1.9,71.60833333333333
1308,566,연곡,2012,10.9,2.0,71.19090909090909
1309,566,연곡,2013,11.7,1.9,72.38333333333334
1310,566,연곡,2014,11.8,2.0,73.825
1311,566,연곡,2015,12.1,2.1,73.22500000000001
1312,566,연곡,2016,12.4,2.0,74.48333333333333
1313,566,연곡,2017,12.5,2.3,69.61666666666666
1314,566,연곡,2018,12.1,2.3,66.55
1315,566,연곡,2019,12.9,2.2,64.26666666666667
1316,566,연곡,2020,12.6,2.3,65.26666666666667
1317,566,연곡,2021,12.6,2.2,65.825
1318,567,적성,2012,10.3,1.5,
1319,567,적성,2013,10.6,1.5,
1320,567,적성,2014,11.5,1.4,
1321,567,적성,2015,11.7,1.2,
1322,567,적성,2016,11.7,1.2,
1323,567,적성,2018,10.7,1.2,
1324,567,적성,2019,11.4,1.2,
1325,567,적성,2020,11.3,1.3,64.5
1326,567,적성,2021,11.5,1.3,71.74166666666666
1327,568,일동,2012,10.1,1.8,
1328,568,일동,2013,10.5,1.7,
1329,568,일동,2014,11.2,1.7,
1330,568,일동,2015,11.1,1.5,
1331,568,일동,2016,10.7,1.2,
1332,568,일동,2017,9.8,1.2,
1333,568,일동,2019,10.7,1.2,76.6
1334,568,일동,2020,10.3,1.3,76.00833333333334
1335,568,일동,2021,10.6,1.3,77.94166666666666
1336,569,구리,2012,11.9,1.8,58.68333333333334
1337,569,구리,2013,12.2,1.7,62.074999999999996
1338,569,구리,2014,12.9,1.6,57.00833333333333
1339,569,구리,2015,13.3,1.6,59.4
1340,569,구리,2016,13.4,1.5,59.99166666666667
1341,569,구리,2017,12.8,1.6,58.74166666666667
1342,569,구리,2018,12.7,1.6,58.4
1343,569,구리,2019,13.3,1.5,58.85833333333334
1344,569,구리,2020,13.2,1.5,60.125
1345,569,구리,2021,13.4,1.4,60.18333333333334
1346,570,금곡,2012,11.0,1.4,
1347,570,금곡,2013,11.2,1.4,
1348,570,금곡,2014,12.2,1.3,
1349,570,금곡,2015,12.6,1.4,
1350,570,금곡,2016,12.6,1.4,
1351,570,금곡,2017,11.8,1.5,
1352,570,금곡,2019,12.3,1.1,
1353,570,금곡,2020,12.2,1.5,
1354,570,금곡,2021,12.6,1.4,
1355,571,화성,2012,11.6,1.7,59.041666666666664
1356,571,화성,2013,11.8,1.7,63.61666666666667
1357,571,화성,2014,12.6,1.5,59.72727272727273
1358,571,화성,2015,13.0,1.6,58.425000000000004
1359,571,화성,2016,13.2,1.5,59.449999999999996
1360,571,화성,2017,12.5,1.4,61.775
1361,571,화성,2018,12.5,1.4,61.31666666666666
1362,571,화성,2019,13.1,1.4,61.85
1363,571,화성,2020,12.9,1.5,66.14999999999999
1364,571,화성,2021,13.5,,66.78333333333333
1365,572,성남,2012,12.1,1.0,59.89166666666667
1366,572,성남,2013,12.5,0.9,61.800000000000004
1367,572,성남,2014,13.2,0.9,57.80833333333334
1368,572,성남,2015,13.7,1.0,55.0
1369,572,성남,2016,13.8,1.0,57.34166666666667
1370,572,성남,2017,12.9,1.0,57.041666666666664
1371,572,성남,2018,12.6,0.9,57.90833333333333
1372,572,성남,2019,13.2,0.8,61.90833333333333
1373,572,성남,2020,13.1,0.9,61.86666666666667
1374,572,성남,2021,13.2,0.9,62.400000000000006
1375,573,청운,2012,9.8,1.6,
1376,573,청운,2013,9.8,1.4,
1377,573,청운,2014,10.3,1.4,
1378,573,청운,2015,10.8,1.5,
1379,573,청운,2016,11.0,1.4,
1380,573,청운,2017,10.1,1.4,
1381,573,청운,2018,10.2,1.5,
1382,573,청운,2019,10.7,1.4,
1383,573,청운,2020,10.6,,
1384,573,청운,2021,11.0,1.4,80.38
1385,574,대신,2012,11.0,1.1,
1386,574,대신,2013,10.8,1.4,
1387,574,대신,2014,11.3,1.5,
1388,574,대신,2015,11.9,1.5,
1389,574,대신,2016,12.2,1.4,
1390,574,대신,2017,11.3,1.5,
1391,574,대신,2018,11.2,1.5,
1392,574,대신,2019,11.8,1.1,
1393,574,대신,2020,11.8,1.5,69.65
1394,574,대신,2021,11.8,1.6,73.38333333333334
1395,575,용인이동,2012,11.3,1.5,
1396,575,용인이동,2013,11.7,1.4,
1397,575,용인이동,2014,12.2,1.5,
1398,575,용인이동,2015,12.6,1.5,
1399,575,용인이동,2016,12.8,1.4,
1400,575,용인이동,2017,12.0,1.4,
1401,575,용인이동,2018,12.0,1.4,
1402,575,용인이동,2019,12.6,1.4,
1403,575,용인이동,2020,12.4,1.5,66.44999999999999
1404,575,용인이동,2021,12.6,1.5,71.63333333333334
1405,576,백암,2012,10.8,1.5,
1406,576,백암,2013,11.2,1.4,
1407,576,백암,2014,11.7,1.3,
1408,576,백암,2015,11.4,1.1,
1409,576,백암,2016,11.6,1.1,
1410,576,백암,2017,10.8,1.2,
1411,576,백암,2018,10.7,1.1,
1412,576,백암,2019,11.3,1.0,
1413,576,백암,2020,11.3,1.2,67.3
1414,576,백암,2021,11.5,1.2,72.65833333333333
1415,577,장봉도,2012,11.2,2.7,65.4
1416,577,장봉도,2013,11.1,2.5,76.65833333333333
1417,577,장봉도,2014,12.1,2.4,76.41666666666667
1418,577,장봉도,2015,12.4,,73.425
1419,577,장봉도,2016,12.6,2.5,71.20833333333333
1420,577,장봉도,2017,11.9,2.5,71.98333333333333
1421,577,장봉도,2018,11.7,2.4,69.27499999999999
1422,577,장봉도,2019,12.5,2.4,70.52499999999999
1423,577,장봉도,2020,12.4,2.6,71.29166666666667
1424,577,장봉도,2021,12.7,2.5,72.53333333333333
1425,578,호도,2012,11.6,2.5,
1426,578,호도,2013,11.8,2.5,
1427,578,호도,2014,12.9,2.9,80.90833333333333
1428,578,호도,2016,13.5,3.1,88.325
1429,578,호도,2017,12.9,3.2,81.56363636363636
1430,578,호도,2018,12.8,2.9,73.95
1431,578,호도,2019,13.2,2.5,75.3
1432,578,호도,2020,13.1,,76.43333333333334
1433,578,호도,2021,13.6,2.8,75.625
1434,579,하장,2012,8.1,1.8,
1435,579,하장,2013,8.2,1.7,72.25833333333334
1436,579,하장,2014,8.2,1.5,74.63333333333334
1437,579,하장,2015,8.9,1.6,76.60000000000001
1438,579,하장,2016,9.2,1.6,77.525
1439,579,하장,2017,8.5,1.6,76.4
1440,579,하장,2018,8.3,1.6,71.10000000000001
1441,579,하장,2019,9.0,1.5,67.33333333333333
1442,579,하장,2020,8.8,1.5,68.14166666666667
1443,579,하장,2021,9.0,1.5,68.35833333333333
1444,580,옥계,2012,12.3,3.1,45.3
1445,580,옥계,2013,12.7,3.4,64.80833333333334
1446,580,옥계,2014,12.8,3.1,66.78333333333333
1447,580,옥계,2015,13.0,3.1,66.70833333333333
1448,580,옥계,2016,13.1,2.9,68.84166666666667
1449,580,옥계,2017,13.1,3.2,61.050000000000004
1450,580,옥계,2018,12.7,3.1,63.041666666666664
1451,580,옥계,2019,13.7,3.1,65.575
1452,580,옥계,2020,13.3,3.2,65.98333333333333
1453,580,옥계,2021,13.1,2.9,65.34166666666667
1454,581,상동,2012,9.4,1.6,
1455,581,상동,2013,9.9,1.5,
1456,581,상동,2014,10.3,1.5,
1457,581,상동,2015,10.9,1.5,
1458,581,상동,2016,10.9,1.5,
1459,581,상동,2017,9.9,1.4,
1460,581,상동,2018,9.9,1.4,
1461,581,상동,2019,10.3,1.3,79.87142857142858
1462,581,상동,2020,10.2,1.3,73.64999999999999
1463,581,상동,2021,10.3,1.3,74.65833333333333
1464,582,신림,2012,9.0,1.4,
1465,582,신림,2013,9.5,1.3,
1466,582,신림,2014,9.8,1.2,
1467,582,신림,2015,10.4,1.2,
1468,582,신림,2016,10.7,1.3,
1469,582,신림,2017,9.8,1.3,
1470,582,신림,2018,9.8,1.3,
1471,582,신림,2019,10.5,1.3,
1472,582,신림,2020,10.2,1.4,74.16666666666667
1473,582,신림,2021,10.5,1.3,74.63333333333334
1474,583,안흥,2012,8.5,1.6,
1475,583,안흥,2013,8.9,1.6,
1476,583,안흥,2014,8.4,1.2,76.03333333333333
1477,583,안흥,2015,8.7,1.2,78.48333333333333
1478,583,안흥,2016,8.9,1.2,79.95
1479,583,안흥,2017,8.4,1.1,73.15833333333333
1480,583,안흥,2018,8.4,1.2,82.38333333333334
1481,583,안흥,2019,8.9,1.1,86.125
1482,583,안흥,2020,8.7,1.2,82.575
1483,583,안흥,2021,8.9,1.2,82.41666666666667
1484,585,신남,2012,9.5,1.9,73.9
1485,585,신남,2013,9.8,1.8,77.70833333333333
1486,585,신남,2014,10.2,1.7,75.56666666666666
1487,585,신남,2015,10.5,1.7,74.96666666666667
1488,585,신남,2016,10.7,1.7,71.49166666666666
1489,585,신남,2017,10.0,1.7,75.27499999999999
1490,585,신남,2018,10.0,1.8,72.39166666666667
1491,585,신남,2019,10.8,1.6,73.40833333333333
1492,585,신남,2020,10.6,1.7,74.55
1493,585,신남,2021,10.7,1.6,75.52499999999999
1494,586,북산,2012,9.5,0.8,
1495,586,북산,2013,9.9,0.8,70.9
1496,586,북산,2014,10.2,0.7,70.89999999999999
1497,586,북산,2015,11.1,0.9,71.11666666666666
1498,586,북산,2016,11.2,1.1,70.64166666666667
1499,586,북산,2017,10.4,1.0,70.71666666666667
1500,586,북산,2018,10.2,1.0,70.44166666666666
1501,586,북산,2019,10.9,1.0,70.81666666666666
1502,586,북산,2020,10.7,1.0,72.08333333333333
1503,586,북산,2021,10.9,1.1,73.24166666666666
1504,587,방산,2012,8.9,1.1,76.55000000000001
1505,587,방산,2013,8.4,1.0,78.06363636363636
1506,587,방산,2014,8.6,1.1,77.45833333333333
1507,587,방산,2015,8.9,1.1,76.38333333333334
1508,587,방산,2016,9.2,1.0,71.72500000000001
1509,587,방산,2017,8.4,1.1,71.95833333333333
1510,587,방산,2018,8.5,1.1,70.79166666666667
1511,587,방산,2019,9.6,0.9,71.25833333333334
1512,587,방산,2020,9.5,1.0,73.00833333333334
1513,587,방산,2021,9.8,1.0,74.98333333333333
1514,588,남산,2012,9.6,1.0,
1515,588,남산,2013,9.9,1.0,81.10000000000001
1516,588,남산,2014,10.7,1.1,75.375
1517,588,남산,2015,11.0,1.1,73.95
1518,588,남산,2016,11.1,1.0,73.05833333333334
1519,588,남산,2017,10.3,1.0,71.69166666666666
1520,588,남산,2018,10.2,1.0,74.51666666666667
1521,588,남산,2019,10.8,0.9,73.66666666666667
1522,588,남산,2020,10.9,1.0,72.46666666666667
1523,588,남산,2021,11.1,1.0,72.22500000000001
1524,589,고양고봉,2012,11.3,1.6,
1525,589,고양고봉,2013,11.0,1.1,
1526,589,고양고봉,2014,11.9,1.1,
1527,589,고양고봉,2015,12.2,1.1,
1528,589,고양고봉,2016,12.3,,
1529,589,고양고봉,2017,11.4,1.1,
1530,589,고양고봉,2018,11.5,1.0,
1531,589,고양고봉,2019,12.1,1.1,
1532,589,고양고봉,2020,11.9,1.2,
1533,589,고양고봉,2021,12.0,1.1,
1534,590,과천,2012,11.9,1.9,60.93333333333334
1535,590,과천,2013,12.1,1.8,63.00833333333333
1536,590,과천,2014,12.7,1.7,60.01666666666667
1537,590,과천,2015,13.1,1.7,58.46666666666667
1538,590,과천,2016,13.2,1.7,58.76666666666667
1539,590,과천,2017,12.3,1.8,58.38333333333333
1540,590,과천,2018,12.1,1.6,59.800000000000004
1541,590,과천,2019,12.7,1.2,64.925
1542,590,과천,2020,12.8,1.5,69.75833333333334
1543,590,과천,2021,12.9,1.3,71.5
1544,591,치악산,2012,9.4,1.4,
1545,591,치악산,2013,9.9,1.4,
1546,591,치악산,2014,10.4,1.4,
1547,591,치악산,2015,11.1,1.4,
1548,591,치악산,2016,11.4,1.4,
1549,591,치악산,2017,10.5,1.4,
1550,591,치악산,2019,11.2,1.4,
1551,591,치악산,2020,10.7,1.5,74.06666666666666
1552,591,치악산,2021,10.8,1.4,75.375
1553,592,부론,2012,10.1,1.6,
1554,592,부론,2013,10.5,1.5,
1555,592,부론,2014,10.7,1.5,
1556,592,부론,2015,11.7,1.5,
1557,592,부론,2016,11.7,1.5,
1558,592,부론,2017,10.5,1.5,
1559,592,부론,2018,11.3,1.4,
1560,592,부론,2019,11.8,1.4,
1561,592,부론,2020,11.2,1.6,76.91666666666667
1562,592,부론,2021,11.6,1.6,77.61666666666666
1563,593,양양영덕,2012,11.0,3.7,
1564,593,양양영덕,2013,11.8,4.0,
1565,593,양양영덕,2014,12.1,3.7,
1566,593,양양영덕,2015,12.4,3.7,
1567,593,양양영덕,2016,12.6,3.7,
1568,593,양양영덕,2017,12.6,4.1,
1569,593,양양영덕,2018,12.2,,62.85
1570,593,양양영덕,2020,12.5,4.0,64.75833333333334
1571,593,양양영덕,2021,12.5,3.8,66.65833333333333
1572,594,서화,2012,9.2,1.8,
1573,594,서화,2013,10.0,1.9,
1574,594,서화,2014,9.9,1.5,71.93333333333334
1575,594,서화,2015,10.2,,71.95454545454545
1576,594,서화,2016,10.3,1.5,72.75
1577,594,서화,2017,9.5,1.4,72.19166666666666
1578,594,서화,2018,9.3,1.6,74.40833333333333
1579,594,서화,2019,9.9,1.4,76.78333333333333
1580,594,서화,2021,9.7,1.5,77.64999999999999
1581,595,진부령,2012,7.4,2.8,70.7909090909091
1582,595,진부령,2013,8.4,3.1,70.425
1583,595,진부령,2014,8.6,2.8,73.41666666666667
1584,595,진부령,2015,9.0,2.7,75.175
1585,595,진부령,2016,9.3,3.0,73.11666666666666
1586,595,진부령,2017,8.9,3.2,63.14166666666667
1587,595,진부령,2018,8.8,2.8,63.15833333333333
1588,595,진부령,2019,9.8,3.1,67.30833333333334
1589,595,진부령,2020,9.4,3.1,73.16666666666667
1590,595,진부령,2021,9.4,2.9,74.15833333333333
1591,596,오색,2012,10.2,1.8,67.97500000000001
1592,596,오색,2013,11.5,2.0,68.425
1593,596,오색,2014,11.7,0.9,62.871428571428574
1594,596,오색,2015,12.1,1.6,57.975
1595,596,오색,2016,12.1,1.7,63.36666666666667
1596,596,오색,2017,11.9,1.9,62.5
1597,596,오색,2018,11.6,,61.26666666666667
1598,596,오색,2019,12.5,1.9,60.01666666666667
1599,596,오색,2020,11.8,2.1,66.86666666666666
1600,596,오색,2021,11.7,1.9,69.25
1601,597,대화,2012,8.5,1.5,
1602,597,대화,2013,8.6,2.1,69.3
1603,597,대화,2014,8.5,1.8,73.05833333333334
1604,597,대화,2015,9.0,1.9,76.23333333333333
1605,597,대화,2016,9.4,1.7,78.60000000000001
1606,597,대화,2017,8.5,1.7,77.825
1607,597,대화,2018,8.5,1.7,76.1
1608,597,대화,2019,9.1,1.6,71.16666666666667
1609,597,대화,2020,8.9,1.6,78.09166666666667
1610,597,대화,2021,9.0,1.5,70.25
1611,598,양주,2012,10.4,1.7,62.44166666666666
1612,598,양주,2013,10.5,1.6,65.61666666666666
1613,598,양주,2014,11.2,1.4,63.725
1614,598,양주,2015,11.5,1.4,69.175
1615,598,양주,2016,11.6,1.4,70.15833333333333
1616,598,양주,2017,10.7,1.6,69.00833333333334
1617,598,양주,2019,11.4,1.4,68.54166666666667
1618,598,양주,2020,11.4,1.6,70.22500000000001
1619,598,양주,2021,11.7,1.6,71.54166666666667
1620,599,광릉,2012,9.8,0.9,
1621,599,광릉,2013,10.2,0.9,
1622,599,광릉,2014,10.8,0.9,
1623,599,광릉,2015,11.0,0.9,
1624,599,광릉,2016,11.0,0.7,
1625,599,광릉,2017,10.2,0.8,
1626,599,광릉,2018,10.4,0.8,
1627,599,광릉,2019,10.9,0.8,
1628,599,광릉,2020,10.8,0.9,
1629,599,광릉,2021,11.0,1.0,80.6
1630,600,금왕,2012,10.5,1.6,77.2909090909091
1631,600,금왕,2013,10.9,1.5,83.89999999999999
1632,600,금왕,2014,11.6,1.4,77.7
1633,600,금왕,2015,12.2,1.4,68.48333333333333
1634,600,금왕,2016,12.5,1.3,66.22500000000001
1635,600,금왕,2017,11.7,1.6,64.27499999999999
1636,600,금왕,2018,11.7,1.5,65.89999999999999
1637,600,금왕,2019,12.2,1.3,65.11666666666666
1638,600,금왕,2020,12.2,1.5,63.800000000000004
1639,600,금왕,2021,12.4,1.5,68.15
1640,601,단양,2012,11.0,1.0,64.38333333333334
1641,601,단양,2013,11.5,1.0,65.45833333333333
1642,601,단양,2014,11.9,1.0,61.75833333333333
1643,601,단양,2015,12.5,0.9,59.074999999999996
1644,601,단양,2016,12.8,1.0,69.575
1645,601,단양,2017,11.9,1.0,71.88333333333334
1646,601,단양,2018,11.9,1.0,74.19166666666666
1647,601,단양,2019,12.5,0.9,74.2
1648,601,단양,2020,12.2,0.9,74.74166666666666
1649,601,단양,2021,12.3,1.0,72.81666666666666
1650,602,진천,2012,11.0,1.4,70.00909090909092
1651,602,진천,2013,11.0,1.4,72.50833333333334
1652,602,진천,2014,11.6,1.2,68.55
1653,602,진천,2015,12.4,1.3,68.49166666666666
1654,602,진천,2016,12.7,1.4,68.77499999999999
1655,602,진천,2017,12.1,1.6,64.8
1656,602,진천,2018,12.2,1.5,62.30833333333334
1657,602,진천,2019,12.7,1.6,59.85
1658,602,진천,2021,12.7,1.7,71.47500000000001
1659,603,괴산,2012,10.5,1.3,67.36
1660,603,괴산,2013,11.1,1.2,77.22500000000001
1661,603,괴산,2014,11.4,1.1,75.7
1662,603,괴산,2015,12.0,1.2,74.43333333333334
1663,603,괴산,2016,12.1,1.2,74.20833333333333
1664,603,괴산,2017,11.2,1.2,70.56666666666666
1665,603,괴산,2018,11.1,1.1,70.60833333333333
1666,603,괴산,2019,11.7,1.1,70.27499999999999
1667,603,괴산,2020,11.6,1.2,71.61666666666666
1668,603,괴산,2021,11.8,1.3,73.79166666666667
1669,604,옥천,2012,11.3,1.0,77.94
1670,604,옥천,2013,12.0,1.0,80.425
1671,604,옥천,2014,12.4,1.0,79.03333333333333
1672,604,옥천,2015,13.0,1.0,79.71666666666667
1673,604,옥천,2016,13.1,1.0,79.24166666666666
1674,604,옥천,2017,12.1,1.0,76.06666666666666
1675,604,옥천,2018,12.2,1.0,79.38333333333334
1676,604,옥천,2019,12.7,0.7,74.075
1677,604,옥천,2020,12.5,1.0,71.60000000000001
1678,604,옥천,2021,12.9,1.1,72.50833333333334
1679,605,영동,2012,10.9,1.5,76.74166666666666
1680,605,영동,2013,11.4,1.3,76.48333333333333
1681,605,영동,2014,11.6,1.4,70.60833333333333
1682,605,영동,2015,12.6,1.4,71.10833333333333
1683,605,영동,2016,12.8,1.3,71.52499999999999
1684,605,영동,2017,12.1,1.4,69.64166666666667
1685,605,영동,2018,12.1,1.4,70.68333333333334
1686,605,영동,2019,12.4,1.3,71.25
1687,605,영동,2020,12.4,1.4,72.675
